ID,Name,URL,Size,GC,rRNA,tRNA,gene,Goodness_Level,Region,Next_url,Final_url
414,Orobanche californica,http://www.ncbi.nlm.nih.gov/genome/34683?genome_assembly_id=213298,120.84,36.69,8,41,123,,,,
415,Orobanche crenata,http://www.ncbi.nlm.nih.gov/genome/34174?genome_assembly_id=211380,87.529,35.19,8,39,106,,,,
416,Orobanche gracilis,http://www.ncbi.nlm.nih.gov/genome/24247?genome_assembly_id=53442,65.533,34.56,7,31,77,,,,
417,Orobanche purpurea,http://www.ncbi.nlm.nih.gov/genome/23971?genome_assembly_id=49398,62.891,31.08,4,26,76,,,,
418,Orobanche ramosa,http://www.ncbi.nlm.nih.gov/genome/24237?genome_assembly_id=53439,62.304,32.06,5,24,67,,,,
419,Orthotrichum rogeri,http://www.ncbi.nlm.nih.gov/genome/35862?genome_assembly_id=217986,123.363,28.36,8,36,125,,,,
420,Oryza australiensis,http://www.ncbi.nlm.nih.gov/genome/10966?genome_assembly_id=205933,135.224,38.95,8,38,129,,,,
421,Oryza barthii,http://www.ncbi.nlm.nih.gov/genome/2750?genome_assembly_id=233906,134.674,38.99,8,33,123,,,,
422,Oryza glumipatula,http://www.ncbi.nlm.nih.gov/genome/11318?genome_assembly_id=233910,134.583,38.99,8,33,124,,,,
423,Oryza longistaminata,http://www.ncbi.nlm.nih.gov/genome/11285?genome_assembly_id=233909,134.567,38.99,8,33,124,,,,
424,Oryza meridionalis,http://www.ncbi.nlm.nih.gov/genome/11319?genome_assembly_id=206891,134.558,39.01,8,41,124,,,,
425,Oryza nivara SL10,http://www.ncbi.nlm.nih.gov/genome/2841?genome_assembly_id=206845,134.494,39.01,8,38,165,,,,
426,Oryza officinalis,http://www.ncbi.nlm.nih.gov/genome/10964?genome_assembly_id=233908,134.911,39,8,33,124,,,,
427,Oryza punctata,http://www.ncbi.nlm.nih.gov/genome/10963?genome_assembly_id=241558,134.604,38.97,8,41,149,,,,
428,Oryza rufipogon,http://www.ncbi.nlm.nih.gov/genome/457?genome_assembly_id=206777,134.544,39,8,37,122,,,,
429,Oryza sativa,http://www.ncbi.nlm.nih.gov/genome/10?genome_assembly_id=241556,134.551,39,8,41,143,,,,
430,Oryza sativa Indica Group,http://www.ncbi.nlm.nih.gov/genome/10?genome_assembly_id=206673,134.496,39,-,-,65,,,,
431,Oryza sativa Japonica Group,http://www.ncbi.nlm.nih.gov/genome/10?genome_assembly_id=22512,134.525,38.99,8,41,104,,,,
432,Osmundastrum cinnamomeum,http://www.ncbi.nlm.nih.gov/genome/33354?genome_assembly_id=206214,142.812,40.23,8,38,131,,,,
433,Ostrya rehderiana,http://www.ncbi.nlm.nih.gov/genome/41339?genome_assembly_id=256850,159.347,36.46,8,31,125,,,,
434,Osyris alba,http://www.ncbi.nlm.nih.gov/genome/40451?genome_assembly_id=249626,147.253,37.66,8,35,117,,,,
435,Pachycladon cheesemanii,http://www.ncbi.nlm.nih.gov/genome/12787?genome_assembly_id=40825,154.498,36.43,8,37,130,,,,
436,Pachycladon enysii,http://www.ncbi.nlm.nih.gov/genome/13007?genome_assembly_id=40888,154.896,36.39,8,37,129,,,,
437,Paeonia obovata,http://www.ncbi.nlm.nih.gov/genome/35745?genome_assembly_id=217228,152.698,38.44,8,37,131,,,,
438,Panax ginseng,http://www.ncbi.nlm.nih.gov/genome/2578?genome_assembly_id=33958,156.318,38.11,8,37,132,,,,
439,Panax notoginseng,http://www.ncbi.nlm.nih.gov/genome/11326?genome_assembly_id=225334,156.387,38.08,8,37,134,,,,
440,Panax quinquefolius,http://www.ncbi.nlm.nih.gov/genome/12816?genome_assembly_id=233912,156.088,38.07,8,37,130,,,,
441,Panicum virgatum,http://www.ncbi.nlm.nih.gov/genome/660?genome_assembly_id=30278,139.619,38.6,8,40,133,,,,
442,Paphiopedilum armeniacum,http://www.ncbi.nlm.nih.gov/genome/37029?genome_assembly_id=229761,162.682,35.39,8,38,129,,,,
443,Paphiopedilum niveum,http://www.ncbi.nlm.nih.gov/genome/36871?genome_assembly_id=229291,159.108,35.69,8,38,126,,,,
444,Parinari campestris,http://www.ncbi.nlm.nih.gov/genome/33284?genome_assembly_id=206144,162.637,36.22,8,37,130,,,,
445,Parthenium argentatum,http://www.ncbi.nlm.nih.gov/genome/9212?genome_assembly_id=38709,152.803,37.61,8,17,106,,,,
446,Pelargonium alternans,http://www.ncbi.nlm.nih.gov/genome/24044?genome_assembly_id=49507,173.374,38.89,8,36,143,,,,
447,Pelargonium australe,http://www.ncbi.nlm.nih.gov/genome/40725?genome_assembly_id=250074,165.508,39.36,8,36,143,,,,
448,Pelargonium cotyledonis,http://www.ncbi.nlm.nih.gov/genome/14936?genome_assembly_id=249839,166.111,39.3,8,37,144,,,,
449,Pelargonium dichondrifolium,http://www.ncbi.nlm.nih.gov/genome/40755?genome_assembly_id=250104,167.836,39.36,8,35,142,,,,
450,Pelargonium x hortorum,http://www.ncbi.nlm.nih.gov/genome/12503?genome_assembly_id=40767,217.942,39.61,10,40,220,,,,
451,Pellia endiviifolia,http://www.ncbi.nlm.nih.gov/genome/15697?genome_assembly_id=45610,120.546,35.89,8,38,134,,,,
452,Pentactina rupicola,http://www.ncbi.nlm.nih.gov/genome/12987?genome_assembly_id=40869,156.612,36.8,8,37,131,,,,
453,Penthorum chinense,http://www.ncbi.nlm.nih.gov/genome/23966?genome_assembly_id=49411,156.686,37.28,8,37,129,,,,
454,Phalaenopsis aphrodite subsp. formosana,http://www.ncbi.nlm.nih.gov/genome/3206?genome_assembly_id=34389,148.964,36.65,7,37,150,,,,
455,Phalaenopsis hybrid cultivar,http://www.ncbi.nlm.nih.gov/genome/34687?genome_assembly_id=213302,148.918,36.66,8,37,126,,,,
456,Pharus lappulaceus,http://www.ncbi.nlm.nih.gov/genome/24013?genome_assembly_id=49539,141.928,38.43,8,40,150,,,,
457,Pharus latifolius,http://www.ncbi.nlm.nih.gov/genome/18114?genome_assembly_id=46981,142.077,38.38,8,33,133,,,,
458,Phaseolus vulgaris,http://www.ncbi.nlm.nih.gov/genome/380?genome_assembly_id=206761,150.285,35.44,8,36,129,,,,
459,Phoenix dactylifera,http://www.ncbi.nlm.nih.gov/genome/2664?genome_assembly_id=34036,158.462,37.23,8,44,149,,,,
460,Phragmipedium longifolium,http://www.ncbi.nlm.nih.gov/genome/41023?genome_assembly_id=256241,151.157,36.07,8,38,126,,,,
461,Phragmites australis,http://www.ncbi.nlm.nih.gov/genome/11598?genome_assembly_id=248248,137.561,38.65,8,40,134,,,,
462,Phyllostachys edulis,http://www.ncbi.nlm.nih.gov/genome/10429?genome_assembly_id=39497,139.679,38.88,8,39,131,,,,
463,Phyllostachys nigra var. henonis,http://www.ncbi.nlm.nih.gov/genome/10438?genome_assembly_id=39504,139.839,38.9,8,39,131,,,,
464,Phyllostachys propinqua,http://www.ncbi.nlm.nih.gov/genome/12378?genome_assembly_id=40659,139.704,38.88,8,38,130,,,,
465,Phyllostachys sulphurea,http://www.ncbi.nlm.nih.gov/genome/33716?genome_assembly_id=206577,139.731,38.89,8,39,132,,,,
466,Physcomitrella patens,http://www.ncbi.nlm.nih.gov/genome/383?genome_assembly_id=28753,122.89,28.53,8,36,130,,,,
467,Picea abies,http://www.ncbi.nlm.nih.gov/genome/11155?genome_assembly_id=248245,124.084,38.73,4,36,115,,,,
468,Picea morrisonicola,http://www.ncbi.nlm.nih.gov/genome/11838?genome_assembly_id=40289,124.168,38.79,4,37,116,,,,
469,Picea sitchensis,http://www.ncbi.nlm.nih.gov/genome/13137?genome_assembly_id=40962,120.176,39.26,4,28,99,,,,
470,Pinellia ternata,http://www.ncbi.nlm.nih.gov/genome/39822?genome_assembly_id=244849,164.013,36.66,8,37,131,,,,
471,Pinguicula ehlersiae,http://www.ncbi.nlm.nih.gov/genome/24248?genome_assembly_id=53443,147.147,38.19,8,37,127,,,,
472,Pinus contorta,http://www.ncbi.nlm.nih.gov/genome/2159?genome_assembly_id=33691,120.438,38.89,4,34,110,,,,
473,Pinus gerardiana,http://www.ncbi.nlm.nih.gov/genome/8654?genome_assembly_id=38276,117.618,38.9,4,34,110,,,,
474,Pinus koraiensis,http://www.ncbi.nlm.nih.gov/genome/7359?genome_assembly_id=37474,117.19,38.8,4,36,315,,,,
475,Pinus krempfii,http://www.ncbi.nlm.nih.gov/genome/8650?genome_assembly_id=38275,116.989,38.91,4,32,108,,,,
476,Pinus lambertiana,http://www.ncbi.nlm.nih.gov/genome/12196?genome_assembly_id=40536,117.239,38.79,4,33,110,,,,
477,Pinus longaeva,http://www.ncbi.nlm.nih.gov/genome/12439?genome_assembly_id=249515,117.726,38.84,-,-,-,,,,
478,Pinus massoniana,http://www.ncbi.nlm.nih.gov/genome/18144?genome_assembly_id=47011,119.739,38.55,-,36,109,,,,
479,Pinus monophylla,http://www.ncbi.nlm.nih.gov/genome/8656?genome_assembly_id=38278,116.479,38.73,4,34,111,,,,
480,Pinus nelsonii,http://www.ncbi.nlm.nih.gov/genome/8655?genome_assembly_id=38277,116.834,38.89,4,34,111,,,,
481,Pinus taeda,http://www.ncbi.nlm.nih.gov/genome/11027?genome_assembly_id=206886,121.53,38.5,4,34,111,,,,
482,Pinus taiwanensis,http://www.ncbi.nlm.nih.gov/genome/38607?genome_assembly_id=233327,119.741,38.51,4,36,137,,,,
483,Pinus thunbergii,http://www.ncbi.nlm.nih.gov/genome/10716?genome_assembly_id=39615,119.707,38.5,4,35,171,,,,
484,Piper cenocladum,http://www.ncbi.nlm.nih.gov/genome/8076?genome_assembly_id=37872,160.624,38.31,8,37,130,,,,
485,Piper kadsura,http://www.ncbi.nlm.nih.gov/genome/40439?genome_assembly_id=249614,161.486,38.31,8,37,131,,,,
486,Pisum sativum,http://www.ncbi.nlm.nih.gov/genome/12050?genome_assembly_id=40453,122.169,34.83,4,30,110,,,,
487,Platanus occidentalis,http://www.ncbi.nlm.nih.gov/genome/12191?genome_assembly_id=40531,161.791,38.03,8,37,136,,,,
488,Pleioblastus maculatus,http://www.ncbi.nlm.nih.gov/genome/33762?genome_assembly_id=206623,139.72,38.9,8,39,129,,,,
489,Podocarpus lambertii,http://www.ncbi.nlm.nih.gov/genome/31365?genome_assembly_id=54450,133.734,37.11,4,32,119,,,,
490,Podocarpus totara,http://www.ncbi.nlm.nih.gov/genome/16763?genome_assembly_id=46296,133.259,37.16,4,15,94,,,,
491,Podococcus barteri,http://www.ncbi.nlm.nih.gov/genome/38507?genome_assembly_id=232747,157.688,37.66,8,38,136,,,,
492,Populus alba,http://www.ncbi.nlm.nih.gov/genome/13203?genome_assembly_id=40991,156.505,36.74,8,37,129,,,,
493,Populus balsamifera,http://www.ncbi.nlm.nih.gov/genome/13210?genome_assembly_id=205959,157.094,36.65,8,37,129,,,,
494,Populus euphratica,http://www.ncbi.nlm.nih.gov/genome/13265?genome_assembly_id=48725,156.766,36.71,8,36,131,,,,
495,Populus fremontii,http://www.ncbi.nlm.nih.gov/genome/33770?genome_assembly_id=206631,157.446,36.67,8,37,129,,,,
496,Populus tremula,http://www.ncbi.nlm.nih.gov/genome/10956?genome_assembly_id=233222,156.067,36.76,8,29,123,,,,
497,Populus trichocarpa,http://www.ncbi.nlm.nih.gov/genome/98?genome_assembly_id=205598,157.033,36.68,8,37,144,,,,
498,Praxelis clematidea,http://www.ncbi.nlm.nih.gov/genome/31384?genome_assembly_id=55067,151.41,37.23,8,32,131,,,,
499,Premna microphylla,http://www.ncbi.nlm.nih.gov/genome/36080?genome_assembly_id=218893,155.293,37.87,8,37,133,,,,
500,Primula poissonii,http://www.ncbi.nlm.nih.gov/genome/33591?genome_assembly_id=206452,151.664,37.02,8,40,140,,,,
501,Prunus kansuensis,http://www.ncbi.nlm.nih.gov/genome/31803?genome_assembly_id=57073,157.736,36.76,8,39,133,,,,
502,Prunus maximowiczii,http://www.ncbi.nlm.nih.gov/genome/37250?genome_assembly_id=230545,157.852,36.73,8,37,129,,,,
503,Prunus padus,http://www.ncbi.nlm.nih.gov/genome/37249?genome_assembly_id=230544,158.955,36.59,8,37,129,,,,
504,Prunus persica,http://www.ncbi.nlm.nih.gov/genome/388?genome_assembly_id=206762,157.79,36.76,8,37,131,,,,
505,Prunus yedoensis,http://www.ncbi.nlm.nih.gov/genome/37218?genome_assembly_id=230513,157.859,36.73,8,37,129,,,,
506,Pseudosasa japonica,http://www.ncbi.nlm.nih.gov/genome/41355?genome_assembly_id=256866,139.641,38.89,7,31,115,,,,
507,Pseudotsuga sinensis var. wilsoniana,http://www.ncbi.nlm.nih.gov/genome/12206?genome_assembly_id=40541,122.513,38.76,4,36,113,,,,
508,Psilotum nudum,http://www.ncbi.nlm.nih.gov/genome/7356?genome_assembly_id=37472,138.829,36.03,8,41,150,,,,
509,Pteridium aquilinum subsp. aquilinum,http://www.ncbi.nlm.nih.gov/genome/2886?genome_assembly_id=34183,152.362,41.53,8,35,132,,,,
510,Ptilidium pulcherrimum,http://www.ncbi.nlm.nih.gov/genome/9829?genome_assembly_id=39158,119.007,33.23,8,36,133,,,,
511,Puelia olyriformis,http://www.ncbi.nlm.nih.gov/genome/24245?genome_assembly_id=53452,140.344,38.97,8,40,150,,,,
512,Pyrus pyrifolia,http://www.ncbi.nlm.nih.gov/genome/10821?genome_assembly_id=39765,159.922,36.58,8,36,127,,,,
513,Quercus aliena,http://www.ncbi.nlm.nih.gov/genome/37027?genome_assembly_id=229759,160.921,36.88,8,29,119,,,,
514,Quercus aquifolioides,http://www.ncbi.nlm.nih.gov/genome/37056?genome_assembly_id=229788,160.415,36.96,8,29,115,,,,
515,Quercus spinosa,http://www.ncbi.nlm.nih.gov/genome/37048?genome_assembly_id=229780,160.825,36.87,8,31,125,,,,
516,Ranunculus macranthus,http://www.ncbi.nlm.nih.gov/genome/8163?genome_assembly_id=37944,155.129,37.88,8,37,131,,,,
517,Retrophyllum piresii,http://www.ncbi.nlm.nih.gov/genome/34175?genome_assembly_id=211381,133.291,37.26,4,33,120,,,,
518,Rheum palmatum,http://www.ncbi.nlm.nih.gov/genome/39956?genome_assembly_id=246058,161.541,37.32,8,37,131,,,,
519,Ricinus communis,http://www.ncbi.nlm.nih.gov/genome/617?genome_assembly_id=30210,163.161,35.74,8,37,131,,,,
520,Rosmarinus officinalis,http://www.ncbi.nlm.nih.gov/genome/12899?genome_assembly_id=232708,152.462,37.99,8,37,134,,,,
521,Saccharum hybrid cultivar SP80-3280,http://www.ncbi.nlm.nih.gov/genome/10780?genome_assembly_id=248240,141.182,38.44,8,39,144,,,,
522,Saccharum officinarum,http://www.ncbi.nlm.nih.gov/genome/392?genome_assembly_id=28759,141.182,38.44,8,38,163,,,,
523,Salicornia bigelovii,http://www.ncbi.nlm.nih.gov/genome/38551?genome_assembly_id=232791,153.076,36.3,8,37,132,,,,
524,Salicornia brachiata,http://www.ncbi.nlm.nih.gov/genome/38516?genome_assembly_id=232756,153.324,36.22,8,37,131,,,,
525,Salicornia europaea,http://www.ncbi.nlm.nih.gov/genome/16946?genome_assembly_id=232716,153.232,36.24,8,37,131,,,,
526,Salix babylonica,http://www.ncbi.nlm.nih.gov/genome/41343?genome_assembly_id=256854,156.819,36.65,-,-,84,,,,
527,Salix interior,http://www.ncbi.nlm.nih.gov/genome/33720?genome_assembly_id=206581,156.62,37,8,37,127,,,,
528,Salix purpurea,http://www.ncbi.nlm.nih.gov/genome/3286?genome_assembly_id=228462,155.59,36.69,8,38,130,,,,
529,Salix suchowensis,http://www.ncbi.nlm.nih.gov/genome/36318?genome_assembly_id=225528,155.214,36.73,8,38,130,,,,
530,Salvia miltiorrhiza,http://www.ncbi.nlm.nih.gov/genome/11235?genome_assembly_id=40000,151.328,38.02,8,37,133,,,,
531,Sanionia uncinata,http://www.ncbi.nlm.nih.gov/genome/34611?genome_assembly_id=213126,124.374,29.32,8,36,126,,,,
532,Sapindus mukorossi,http://www.ncbi.nlm.nih.gov/genome/35166?genome_assembly_id=213421,160.481,37.66,8,39,135,,,,
533,Saracha punctata,http://www.ncbi.nlm.nih.gov/genome/36673?genome_assembly_id=228603,156.925,37.68,8,38,137,,,,
534,Sarocalamus faberi,http://www.ncbi.nlm.nih.gov/genome/33765?genome_assembly_id=206626,139.629,38.89,8,39,131,,,,
535,Sartidia dewinteri,http://www.ncbi.nlm.nih.gov/genome/38365?genome_assembly_id=232200,138.074,38.41,8,38,129,,,,
536,Sartidia perrieri,http://www.ncbi.nlm.nih.gov/genome/15823?genome_assembly_id=231948,138.471,38.38,8,38,129,,,,
537,Schefflera delavayi,http://www.ncbi.nlm.nih.gov/genome/23208?genome_assembly_id=48481,156.341,37.83,8,37,134,,,,
538,Schwalbea americana,http://www.ncbi.nlm.nih.gov/genome/24093?genome_assembly_id=50220,160.91,38.08,8,37,129,,,,
539,Sciaphila densiflora,http://www.ncbi.nlm.nih.gov/genome/39124?genome_assembly_id=241391,21.485,39.92,4,6,28,,,,
540,Scutellaria baicalensis,http://www.ncbi.nlm.nih.gov/genome/38543?genome_assembly_id=232783,152.731,38.38,8,36,132,,,,
541,Secale cereale,http://www.ncbi.nlm.nih.gov/genome/399?genome_assembly_id=28765,114.843,37.21,4,30,111,,,,
542,Sedum oryzifolium,http://www.ncbi.nlm.nih.gov/genome/40153?genome_assembly_id=248179,149.609,37.67,8,33,126,,,,
543,Sedum sarmentosum,http://www.ncbi.nlm.nih.gov/genome/23974?genome_assembly_id=49400,150.448,37.75,8,36,132,,,,
544,Sedum takesimense,http://www.ncbi.nlm.nih.gov/genome/35714?genome_assembly_id=216815,147.048,38.08,9,36,129,,,,
545,Sesamum indicum,http://www.ncbi.nlm.nih.gov/genome/11560?genome_assembly_id=49670,153.324,38.2,8,37,134,,,,
546,Setaria viridis,http://www.ncbi.nlm.nih.gov/genome/16955?genome_assembly_id=249849,138.102,38.72,8,40,133,,,,
547,Silene chalcedonica,http://www.ncbi.nlm.nih.gov/genome/24144?genome_assembly_id=50810,148.081,36.35,8,37,126,,,,
548,Silene conica,http://www.ncbi.nlm.nih.gov/genome/11608?genome_assembly_id=40142,147.208,36.12,8,37,126,,,,
549,Silene conoidea,http://www.ncbi.nlm.nih.gov/genome/24138?genome_assembly_id=50813,147.896,36.02,8,37,126,,,,
550,Silene latifolia,http://www.ncbi.nlm.nih.gov/genome/10747?genome_assembly_id=39657,151.736,36.43,8,37,126,,,,
551,Silene noctiflora,http://www.ncbi.nlm.nih.gov/genome/11607?genome_assembly_id=40140,151.639,36.51,8,37,127,,,,
552,Silene paradoxa,http://www.ncbi.nlm.nih.gov/genome/24142?genome_assembly_id=50814,151.632,36.56,8,37,126,,,,
553,Silene vulgaris,http://www.ncbi.nlm.nih.gov/genome/11021?genome_assembly_id=39927,151.583,36.25,8,37,126,,,,
554,Silybum marianum,http://www.ncbi.nlm.nih.gov/genome/40483?genome_assembly_id=249719,153.202,37.74,8,37,136,,,,
555,Sinopodophyllum hexandrum,http://www.ncbi.nlm.nih.gov/genome/14867?genome_assembly_id=245939,157.94,38.5,8,36,133,,,,
556,Sobralia aff. bouchei HTK-2015,http://www.ncbi.nlm.nih.gov/genome/41004?genome_assembly_id=256221,161.543,37.1,8,38,132,,,,
557,Sobralia callosa,http://www.ncbi.nlm.nih.gov/genome/40988?genome_assembly_id=256205,161.43,37.06,8,38,134,,,,
558,Solanum bulbocastanum,http://www.ncbi.nlm.nih.gov/genome/662?genome_assembly_id=30281,155.371,37.88,8,45,140,,,,
559,Solanum cheesmaniae,http://www.ncbi.nlm.nih.gov/genome/37063?genome_assembly_id=229795,155.52,37.87,8,37,128,,,,
560,Solanum chilense,http://www.ncbi.nlm.nih.gov/genome/37096?genome_assembly_id=229828,155.528,37.85,8,37,128,,,,
561,Solanum commersonii Lz3.2,http://www.ncbi.nlm.nih.gov/genome/39785?genome_assembly_id=249865,155.525,37.88,8,39,133,,,,
562,Solanum galapagense,http://www.ncbi.nlm.nih.gov/genome/37114?genome_assembly_id=229846,155.474,37.87,8,37,128,,,,
563,Solanum habrochaites,http://www.ncbi.nlm.nih.gov/genome/24151?genome_assembly_id=229532,155.465,37.87,8,37,128,,,,
564,Solanum lycopersicum,http://www.ncbi.nlm.nih.gov/genome/7?genome_assembly_id=206670,155.461,37.86,8,37,133,,,,
565,Solanum lycopersicum,http://www.ncbi.nlm.nih.gov/genome/7?genome_assembly_id=206670,155.461,37.86,8,45,142,,,,
566,Solanum lycopersicum,http://www.ncbi.nlm.nih.gov/genome/7?genome_assembly_id=211970,155.461,37.86,8,45,142,,,,
567,Solanum neorickii,http://www.ncbi.nlm.nih.gov/genome/37084?genome_assembly_id=229816,155.513,37.87,8,37,128,,,,
568,Solanum nigrum,http://www.ncbi.nlm.nih.gov/genome/14171?genome_assembly_id=249831,155.432,37.9,8,39,133,,,,
569,Solanum pennellii,http://www.ncbi.nlm.nih.gov/genome/24150?genome_assembly_id=255042,155.381,37.85,-,-,-,,,,
570,Solanum peruvianum,http://www.ncbi.nlm.nih.gov/genome/10980?genome_assembly_id=229511,155.561,37.84,8,37,128,,,,
571,Solanum pimpinellifolium,http://www.ncbi.nlm.nih.gov/genome/11283?genome_assembly_id=229512,155.442,37.88,8,37,128,,,,
572,Solanum tuberosum,http://www.ncbi.nlm.nih.gov/genome/400?genome_assembly_id=28766,155.296,37.88,8,45,141,,,,
573,Sorghum bicolor,http://www.ncbi.nlm.nih.gov/genome/108?genome_assembly_id=22840,140.754,38.49,8,48,140,,,,
574,Sorghum timorense,http://www.ncbi.nlm.nih.gov/genome/31361?genome_assembly_id=54446,140.629,38.5,8,39,131,,,,
575,Spinacia oleracea,http://www.ncbi.nlm.nih.gov/genome/7547?genome_assembly_id=206851,150.725,36.82,8,37,137,,,,
576,Spirodela polyrhiza 7498,http://www.ncbi.nlm.nih.gov/genome/2792?genome_assembly_id=206843,168.788,35.69,8,37,136,,,,
577,Sporobolus maritimus,http://www.ncbi.nlm.nih.gov/genome/15040?genome_assembly_id=241302,135.592,38.46,8,39,130,,,,
578,Stangeria eriopus,http://www.ncbi.nlm.nih.gov/genome/36121?genome_assembly_id=219942,163.548,39.52,8,39,134,,,,
579,Stockwellia quadrifida,http://www.ncbi.nlm.nih.gov/genome/22881?genome_assembly_id=47495,159.561,36.85,8,37,135,,,,
580,Syntrichia ruralis,http://www.ncbi.nlm.nih.gov/genome/13175?genome_assembly_id=40970,122.63,28.38,8,36,128,,,,
581,Taiwania cryptomerioides,http://www.ncbi.nlm.nih.gov/genome/12211?genome_assembly_id=40543,132.588,34.63,4,34,121,,,,
582,Taiwania flousiana,http://www.ncbi.nlm.nih.gov/genome/18168?genome_assembly_id=47035,131.413,34.72,-,34,117,,,,
583,Tanaecium tetragonolobum,http://www.ncbi.nlm.nih.gov/genome/40449?genome_assembly_id=249624,153.776,38.26,8,38,126,,,,
584,Taxus mairei,http://www.ncbi.nlm.nih.gov/genome/16740?genome_assembly_id=46273,127.665,34.72,4,30,112,,,,
585,Tectona grandis,http://www.ncbi.nlm.nih.gov/genome/16024?genome_assembly_id=248253,153.953,37.89,8,37,134,,,,
586,Tetracentron sinense,http://www.ncbi.nlm.nih.gov/genome/18115?genome_assembly_id=46982,164.467,38.14,8,37,137,,,,
587,Tetraphis pellucida,http://www.ncbi.nlm.nih.gov/genome/33411?genome_assembly_id=206272,127.489,29.39,8,36,126,,,,
588,Thamnocalamus spathiflorus,http://www.ncbi.nlm.nih.gov/genome/33780?genome_assembly_id=206641,139.778,38.84,8,39,130,,,,
589,Theobroma cacao,http://www.ncbi.nlm.nih.gov/genome/572?genome_assembly_id=206788,160.619,36.87,8,37,126,,,,
590,Trachelium caeruleum,http://www.ncbi.nlm.nih.gov/genome/8499?genome_assembly_id=38191,162.321,38.33,10,36,140,,,,
591,Trifolium boissieri,http://www.ncbi.nlm.nih.gov/genome/35743?genome_assembly_id=217226,125.74,34.81,5,31,110,,,,
592,Trifolium glanduliferum,http://www.ncbi.nlm.nih.gov/genome/35311?genome_assembly_id=214064,126.149,34.46,5,30,110,,,,
593,Trifolium meduseum,http://www.ncbi.nlm.nih.gov/genome/33352?genome_assembly_id=206212,142.595,34.49,4,30,111,,,,
594,Trifolium strictum,http://www.ncbi.nlm.nih.gov/genome/35998?genome_assembly_id=218413,125.834,34.54,5,31,111,,,,
595,Trifolium subterraneum,http://www.ncbi.nlm.nih.gov/genome/8822?genome_assembly_id=38410,144.763,34.4,4,29,107,,,,
596,Trigonobalanus doichangensis,http://www.ncbi.nlm.nih.gov/genome/31680?genome_assembly_id=55789,159.938,36.99,8,39,128,,,,
597,Trithuria inconspicua,http://www.ncbi.nlm.nih.gov/genome/16759?genome_assembly_id=46292,165.389,39.56,8,37,142,,,,
598,Triticum aestivum,http://www.ncbi.nlm.nih.gov/genome/11?genome_assembly_id=206675,134.545,38.31,8,42,137,,,,
599,Triticum macha,http://www.ncbi.nlm.nih.gov/genome/35505?genome_assembly_id=215410,135.899,38.32,8,32,125,,,,
600,Triticum monococcum,http://www.ncbi.nlm.nih.gov/genome/10957?genome_assembly_id=39890,116.399,37.37,4,30,114,,,,
601,Triticum timopheevii,http://www.ncbi.nlm.nih.gov/genome/23096?genome_assembly_id=206125,136.157,38.29,8,33,124,,,,
602,Triticum turgidum,http://www.ncbi.nlm.nih.gov/genome/10974?genome_assembly_id=212036,135.835,38.33,8,33,124,,,,
603,Triticum urartu,http://www.ncbi.nlm.nih.gov/genome/16746?genome_assembly_id=206947,115.773,37.38,4,28,93,,,,
604,Trochodendron aralioides,http://www.ncbi.nlm.nih.gov/genome/18113?genome_assembly_id=46980,165.945,38.02,8,37,137,,,,
605,Typha latifolia,http://www.ncbi.nlm.nih.gov/genome/17004?genome_assembly_id=46430,161.572,36.61,8,38,133,,,,
606,Utricularia gibba,http://www.ncbi.nlm.nih.gov/genome/16713?genome_assembly_id=46255,152.113,37.57,8,37,133,,,,
607,Utricularia macrorhiza,http://www.ncbi.nlm.nih.gov/genome/35309?genome_assembly_id=214062,153.228,37.04,8,37,135,,,,
608,Vanilla planifolia,http://www.ncbi.nlm.nih.gov/genome/17745?genome_assembly_id=229531,148.011,35.4,8,38,123,,,,
609,Veratrum patulum,http://www.ncbi.nlm.nih.gov/genome/23092?genome_assembly_id=48180,153.699,37.71,8,38,135,,,,
610,Vicia sativa,http://www.ncbi.nlm.nih.gov/genome/17232?genome_assembly_id=231949,122.467,35.15,4,29,109,,,,
611,Vigna angularis,http://www.ncbi.nlm.nih.gov/genome/11109?genome_assembly_id=206887,151.683,35.19,8,36,126,,,,
612,Vigna radiata var. radiata,http://www.ncbi.nlm.nih.gov/genome/664?genome_assembly_id=255718,151.271,35.23,8,36,131,,,,
613,Vigna unguiculata,http://www.ncbi.nlm.nih.gov/genome/11030?genome_assembly_id=39934,152.415,35.24,8,38,131,,,,
614,Viscum album,http://www.ncbi.nlm.nih.gov/genome/40497?genome_assembly_id=249733,128.921,36.39,8,36,115,,,,
615,Viscum crassulae,http://www.ncbi.nlm.nih.gov/genome/40460?genome_assembly_id=249635,126.064,36.37,8,35,116,,,,
616,Viscum minimum,http://www.ncbi.nlm.nih.gov/genome/40126?genome_assembly_id=248152,131.016,36.18,8,36,117,,,,
617,Vitis rotundifolia,http://www.ncbi.nlm.nih.gov/genome/13183?genome_assembly_id=54440,160.891,37.36,8,37,130,,,,
618,Vitis vinifera,http://www.ncbi.nlm.nih.gov/genome/401?genome_assembly_id=214125,160.928,37.4,8,37,130,,,,
619,Viviania marifolia,http://www.ncbi.nlm.nih.gov/genome/24050?genome_assembly_id=49526,157.291,37.66,8,37,136,,,,
620,Welwitschia mirabilis,http://www.ncbi.nlm.nih.gov/genome/8515?genome_assembly_id=38200,119.726,36.73,8,40,123,,,,
